Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Adam Cochran (Friend.tech) USD,ADAM27882-USD,2023-09-25,2.4462857246398926,2.547969579696656,2.4462857246398926,2.5401906967163086,2.5401906967163086,79
Adam Cochran (Friend.tech) USD,ADAM27882-USD,2023-10-01,2.3411006927490234,2.3411006927490234,2.3411006927490234,2.3411006927490234,2.3411006927490234,233
Adam Cochran (Friend.tech) USD,ADAM27882-USD,2023-10-13,2.444859027862549,2.444859027862549,2.444859027862549,2.444859027862549,2.444859027862549,0
