Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Akt.io USD,AKTIO-USD,2022-04-14,1.227375030517578,1.7932549715042114,1.123345971107483,1.5782010555267334,1.5782010555267334,3052120
Akt.io USD,AKTIO-USD,2022-04-15,1.5781899690628052,2.432334899902344,1.5386229753494265,1.834439039230347,1.834439039230347,4506976
Akt.io USD,AKTIO-USD,2022-04-16,1.834434032440185,2.0004889965057373,1.78439199924469,1.8015320301055908,1.8015320301055908,3764151
Akt.io USD,AKTIO-USD,2022-04-17,1.801524043083191,1.8994719982147217,1.4113949537277222,1.4144439697265625,1.4144439697265625,3886763
Akt.io USD,AKTIO-USD,2022-04-18,1.430459976196289,1.8024879693984983,1.1872899532318115,1.5173310041427612,1.5173310041427612,2455179
Akt.io USD,AKTIO-USD,2022-04-19,1.5173239707946775,2.1314969062805176,1.5172679424285889,1.945667028427124,1.945667028427124,784896
Akt.io USD,AKTIO-USD,2022-04-20,1.945682048797608,2.0808470249176025,1.824481964111328,2.016407966613769,2.016407966613769,247896
Akt.io USD,AKTIO-USD,2022-04-21,2.016408920288086,2.500646114349365,1.881417989730835,2.2493529319763184,2.2493529319763184,1011642
Akt.io USD,AKTIO-USD,2022-04-22,2.2493200302124023,2.915690898895264,2.160254955291748,2.6096110343933105,2.6096110343933105,897918
Akt.io USD,AKTIO-USD,2022-04-23,2.6095778942108154,3.49589204788208,2.557265043258667,3.1997289657592773,3.1997289657592773,1072131
Akt.io USD,AKTIO-USD,2022-04-24,3.1996970176696777,3.325793981552124,3.000595092773437,3.2101030349731445,3.2101030349731445,422933
Akt.io USD,AKTIO-USD,2022-04-25,3.210110902786255,4.331119060516357,3.13474988937378,4.293623924255371,4.293623924255371,1502698
Akt.io USD,AKTIO-USD,2022-04-26,4.293560981750488,6.489995002746582,3.515501976013184,5.244381904602051,5.244381904602051,3412108
Akt.io USD,AKTIO-USD,2022-04-27,5.244309902191162,5.924464225769043,4.000148773193359,5.262803077697754,5.262803077697754,1321144
Akt.io USD,AKTIO-USD,2022-04-28,5.262814044952393,5.522685050964356,4.841030120849609,5.098974227905273,5.098974227905273,1020883
Akt.io USD,AKTIO-USD,2022-04-29,5.0990190505981445,5.400638103485107,4.925205230712891,5.11810302734375,5.11810302734375,480675
Akt.io USD,AKTIO-USD,2022-04-30,5.118002891540527,5.350666046142578,5.101034164428711,5.180800914764404,5.180800914764404,258008
Akt.io USD,AKTIO-USD,2022-05-01,5.180788040161133,5.31693696975708,4.201808929443359,4.955560207366943,4.955560207366943,1007831
Akt.io USD,AKTIO-USD,2022-05-02,4.955495834350586,5.37947416305542,4.599769115447998,5.052773952484131,5.052773952484131,405865
Akt.io USD,AKTIO-USD,2022-05-03,5.070754051208496,5.289576053619385,5.000792026519775,5.070230007171631,5.070230007171631,312096
Akt.io USD,AKTIO-USD,2022-05-04,5.070107936859131,5.248933792114258,4.879465103149414,5.161196231842041,5.161196231842041,329737
Akt.io USD,AKTIO-USD,2022-05-05,5.161200046539307,5.404478073120117,4.729147911071777,4.915943145751953,4.915943145751953,664969
Akt.io USD,AKTIO-USD,2022-05-06,4.915952205657959,5.250769138336182,4.500045776367188,4.976912021636963,4.976912021636963,379703
Akt.io USD,AKTIO-USD,2022-05-07,4.9768571853637695,4.999982833862305,4.546580791473389,4.611635208129883,4.611635208129883,227648
Akt.io USD,AKTIO-USD,2022-05-08,4.611626148223877,4.700436115264893,3.3545970916748047,3.845438003540039,3.845438003540039,1106586
Akt.io USD,AKTIO-USD,2022-05-09,3.845500946044922,4.2256340980529785,2.120961904525757,2.9637300968170166,2.9637300968170166,1102951
Akt.io USD,AKTIO-USD,2022-05-10,2.993834972381592,3.9780969619750977,2.649655103683472,3.3403029441833496,3.3403029441833496,439943
Akt.io USD,AKTIO-USD,2022-05-11,3.3403000831604004,3.6674749851226807,2.316370010375977,2.6390609741210938,2.6390609741210938,797046
Akt.io USD,AKTIO-USD,2022-05-12,2.639080047607422,3.0703558921813965,1.5111069679260254,2.086000919342041,2.086000919342041,826587
