Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
AAG USD,AAG-USD,2021-12-15,0.2598370015621185,0.3756250143051147,0.2576459944248199,0.3272660076618194,0.3272660076618194,639870
AAG USD,AAG-USD,2021-12-16,0.327237993478775,0.3497270047664642,0.2562290132045746,0.3474130034446716,0.3474130034446716,578960
AAG USD,AAG-USD,2021-12-17,0.3473869860172272,0.4114330112934112,0.2873109877109527,0.3877770006656647,0.3877770006656647,447597
AAG USD,AAG-USD,2021-12-18,0.3878290057182312,0.4468770027160644,0.3760499954223633,0.4381209909915924,0.4381209909915924,470525
AAG USD,AAG-USD,2021-12-19,0.4381130039691925,0.4384390115737915,0.3132849931716919,0.3502730131149292,0.3502730131149292,238426
AAG USD,AAG-USD,2021-12-20,0.3502320051193237,0.3513599932193756,0.3032140135765075,0.3231819868087768,0.3231819868087768,135720
AAG USD,AAG-USD,2021-12-21,0.3231129944324493,0.3890820145606994,0.3230530023574829,0.3889249861240387,0.3889249861240387,189668
AAG USD,AAG-USD,2021-12-22,0.3887049853801727,0.4003089964389801,0.2725810110569,0.2759729921817779,0.2759729921817779,1141717
AAG USD,AAG-USD,2021-12-23,0.2760049998760223,0.2760550081729889,0.2554680109024048,0.2616940140724182,0.2616940140724182,142418
AAG USD,AAG-USD,2021-12-24,0.2616539895534515,0.2681320011615753,0.2568520009517669,0.2598980069160461,0.2598980069160461,127355
AAG USD,AAG-USD,2021-12-25,0.2600460052490234,0.2739880084991455,0.2573690116405487,0.2698709964752197,0.2698709964752197,73737
AAG USD,AAG-USD,2021-12-26,0.2692449986934662,0.2698619961738586,0.2633689939975738,0.2634739875793457,0.2634739875793457,41005
AAG USD,AAG-USD,2021-12-27,0.263467013835907,0.3371100127696991,0.2618510127067566,0.3371100127696991,0.3371100127696991,425420
AAG USD,AAG-USD,2021-12-28,0.337222009897232,0.3386589884757995,0.3094019889831543,0.3103240132331848,0.3103240132331848,290219
AAG USD,AAG-USD,2021-12-29,0.3102850019931793,0.3213289976119995,0.3036679923534393,0.3138209879398346,0.3138209879398346,116671
AAG USD,AAG-USD,2021-12-30,0.3136990070343017,0.3311249911785126,0.3063249886035919,0.3297410011291504,0.3297410011291504,78920
AAG USD,AAG-USD,2021-12-31,0.3297930061817169,0.3467679917812347,0.3267099857330322,0.3358359932899475,0.3358359932899475,96134
AAG USD,AAG-USD,2022-01-01,0.3358190059661865,0.3392249941825866,0.3269090056419372,0.3314659893512726,0.3314659893512726,48079
AAG USD,AAG-USD,2022-01-02,0.3314630091190338,0.332608014345169,0.3256449997425079,0.3323630094528198,0.3323630094528198,40102
AAG USD,AAG-USD,2022-01-03,0.3323599994182586,0.3432349860668182,0.3313769996166229,0.3424659967422485,0.3424659967422485,117823
AAG USD,AAG-USD,2022-01-04,0.3422519862651825,0.3440330028533935,0.3268589973449707,0.3271529972553253,0.3271529972553253,98377
AAG USD,AAG-USD,2022-01-05,0.3271520137786865,0.3348990082740783,0.2934820055961609,0.2935929894447326,0.2935929894447326,137207
AAG USD,AAG-USD,2022-01-06,0.2935929894447326,0.2939299941062927,0.2739059925079345,0.2803860008716583,0.2803860008716583,131490
AAG USD,AAG-USD,2022-01-07,0.2803879976272583,0.280460000038147,0.2617070078849792,0.2617560029029846,0.2617560029029846,90769
AAG USD,AAG-USD,2022-01-08,0.2617579996585846,0.2620779871940613,0.2466859966516494,0.2486640065908432,0.2486640065908432,67790
