Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
ぺぺ USD,26110-USD,2023-09-22,1.4339347764735774e-10,1.4339826548415147e-10,1.4339347764735774e-10,1.4339826548415147e-10,1.4339826548415147e-10,186
ぺぺ USD,26110-USD,2023-09-25,1.3089995754000938e-10,1.3089995754000938e-10,1.3089995754000938e-10,1.3089995754000938e-10,1.3089995754000938e-10,416
ぺぺ USD,26110-USD,2023-10-01,1.1856651771502408e-10,1.2090062284642045e-10,1.1664766375041324e-10,1.2058393172864612e-10,1.2058393172864612e-10,51
ぺぺ USD,26110-USD,2023-10-18,8.763974268521935e-11,8.930792910755159e-11,8.763974268521935e-11,8.930792910755159e-11,8.930792910755159e-11,2
